City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,kuah,6.3265,99.8432,27.99,74,20,2.57,MY,1667397065
365,riberalta,-10.9833,-66.1,23.11,35,77,5.14,BO,1667396772
366,northam,51.0333,-4.2167,13.67,87,100,14.66,GB,1667397065
367,coxim,-18.5067,-54.76,19.39,60,100,4.17,BR,1667397068
368,cedar city,37.6775,-113.0619,9.54,50,0,13.38,US,1667397068
369,sirjan,29.452,55.6814,20.49,19,100,7.2,IR,1667397068
370,nicoya,10.1483,-85.452,25.86,86,90,0.25,CR,1667397070
371,besancon,47.2488,6.0182,17.1,61,88,1.36,FR,1667397070
372,piranhas,-16.4269,-51.8222,26.96,49,70,3.75,BR,1667397070
373,semme,46.1963,1.5007,15.23,57,93,2.94,FR,1667397071
374,miajadas,39.1513,-5.9084,21.77,51,92,0.37,ES,1667397071
375,vilyuysk,63.7553,121.6247,-9.41,94,100,3.99,RU,1667397072
376,chanasma,23.7167,72.1167,28.35,26,0,1.86,IN,1667396801
377,llangefni,53.2556,-4.3106,13.18,94,100,19.55,GB,1667397072
378,puerto baquerizo moreno,-0.9,-89.6,19.96,80,100,4.78,EC,1667397074
379,sioux lookout,50.1001,-91.917,7.04,65,75,4.63,CA,1667397074
380,phuket,8.0,98.25,30.05,88,20,0.51,TH,1667396981
381,kloulklubed,7.0419,134.2556,28.72,76,92,2.82,PW,1667397079
382,kikwit,-5.041,18.8162,21.6,96,100,1.27,CD,1667397079
383,krapkowice,50.4752,17.9654,16.94,51,20,5.39,PL,1667397080
384,zhanakorgan,43.9098,67.2495,8.92,45,5,2.35,KZ,1667397080
385,walvis bay,-22.9575,14.5053,21.53,56,69,7.2,NA,1667396944
386,kalmunai,7.4167,81.8167,26.03,84,99,0.72,LK,1667397080
387,viedma,-40.8135,-62.9967,26.06,12,0,2.64,AR,1667397081
388,sigulda,57.1519,24.8647,8.75,97,100,2.02,LV,1667397081
389,ulaangom,49.9811,92.0667,-1.94,76,48,0.72,MN,1667396942
390,yerbogachen,61.2767,108.0108,-4.86,86,100,5.11,RU,1667397081
391,auki,-8.7676,160.7034,25.27,86,64,0.31,SB,1667397081
392,searcy,35.2506,-91.7363,10.0,100,0,0.0,US,1667397082
393,penzance,50.1186,-5.5371,15.43,88,100,16.93,GB,1667397082
394,puerto leguizamo,-0.1934,-74.7819,19.58,98,100,3.07,CO,1667397082
395,niono,14.2526,-5.993,35.31,11,0,4.77,ML,1667397083
396,ust-kulom,61.6864,53.6902,1.07,90,100,3.82,RU,1667397083
397,saint-avertin,47.3636,0.7399,17.1,64,0,4.63,FR,1667397083
398,geraldton,-28.7667,114.6,18.23,82,0,3.6,AU,1667397083
399,port hedland,-20.3167,118.5667,21.03,64,0,2.57,AU,1667397084
400,muisne,0.6,-80.0333,24.34,81,100,2.49,EC,1667397084
401,sidrolandia,-20.9319,-54.9614,16.25,63,73,5.96,BR,1667397084
402,rio gallegos,-51.6226,-69.2181,19.03,39,0,7.2,AR,1667397085
403,port lincoln,-34.7333,135.8667,11.63,78,0,4.03,AU,1667397085
404,makakilo city,21.3469,-158.0858,24.27,84,20,2.57,US,1667397085
405,urumqi,43.801,87.6005,6.53,61,0,2.0,CN,1667397086
406,soligalich,59.0778,42.2864,-0.41,80,96,3.95,RU,1667397086
407,umm lajj,25.0213,37.2685,26.67,50,0,6.84,SA,1667397086
408,marawi,7.9986,124.2928,20.79,89,100,1.19,PH,1667397087
409,tsuyama,35.05,134.0,11.57,91,0,0.82,JP,1667396951
410,ostrovnoy,68.0531,39.5131,0.44,91,36,6.22,RU,1667397087
411,oxapampa,-10.5775,-75.4017,13.48,98,100,1.1,PE,1667397088
412,zharkent,44.1628,80.0,12.23,25,100,2.32,KZ,1667397088
413,myitkyina,25.3833,97.4,18.92,68,0,0.9,MM,1667397089
414,arlit,18.7369,7.3853,32.7,9,0,1.47,NE,1667397089
415,ginda,30.6945,78.4932,12.04,64,39,2.46,IN,1667397090
416,baghdad,33.3406,44.4009,28.95,21,0,6.69,IQ,1667397090
417,kirakira,-10.4544,161.9205,25.92,85,43,1.14,SB,1667396831
418,mastic beach,40.7668,-72.8521,16.94,75,0,4.92,US,1667397090
419,umm kaddadah,13.6017,26.6876,30.68,14,14,8.03,SD,1667397091
420,puerto asis,0.5133,-76.5007,20.15,98,100,2.71,CO,1667397091
421,gambela,8.25,34.5833,31.29,55,2,0.31,ET,1667397092
422,santa eulalia,-11.85,-76.6833,16.59,33,97,3.21,PE,1667397093
423,porto novo,6.4965,2.6036,30.9,45,8,2.65,BJ,1667397093
424,aykhal,66.0,111.5,-9.39,91,100,8.7,RU,1667397094
425,gorin,51.1983,136.6669,-1.23,51,100,4.56,RU,1667397094
426,catamarca,-28.4696,-65.7852,24.48,13,0,4.47,AR,1667397094
427,kavaratti,10.5669,72.642,28.44,67,23,4.3,IN,1667397094
428,kangaatsiaq,68.3065,-53.4641,-9.43,69,4,7.14,GL,1667397095
429,atar,20.5169,-13.0499,34.24,7,0,4.92,MR,1667397095
430,lavrentiya,65.5833,-171.0,-4.52,83,100,7.43,RU,1667397095
431,havelock,34.8791,-76.9013,17.99,87,0,3.09,US,1667396799
432,cockburn town,21.4612,-71.1419,27.86,75,10,7.77,TC,1667397096
433,san juan del sur,11.2529,-85.8705,26.12,94,20,0.0,NI,1667397097
434,luau,-10.7073,22.2247,24.27,61,100,2.91,AO,1667396836
435,hrodna,53.6884,23.8258,10.92,93,100,1.0,BY,1667397097
436,matara,5.9485,80.5353,26.14,82,99,3.76,LK,1667397097
437,baykit,61.67,96.37,-1.18,92,100,3.3,RU,1667397097
438,stromness,58.965,-3.296,9.37,80,100,12.52,GB,1667397098
439,westport,41.1415,-73.3579,16.82,70,0,4.47,US,1667397098
440,pangody,65.85,74.4859,-11.98,91,75,2.84,RU,1667397099
441,iquique,-20.2208,-70.1431,17.02,60,14,4.5,CL,1667397099
442,pacific grove,36.6177,-121.9166,9.34,84,0,2.24,US,1667397099
443,marsa matruh,31.3525,27.2453,24.11,57,20,5.14,EG,1667397099
444,kavieng,-2.5744,150.7967,28.11,74,12,2.99,PG,1667397100
445,nirgua,10.1553,-68.5663,25.18,73,100,0.38,VE,1667397101
446,komsomolskiy,40.4272,71.7189,12.4,82,75,0.0,UZ,1667397101
447,lewiston,44.1003,-70.2148,15.39,66,0,4.63,US,1667397102
448,tura,25.5198,90.2201,20.13,94,99,1.35,IN,1667396861
449,biloxi,30.396,-88.8853,18.35,80,0,2.57,US,1667396950
450,nuuk,64.1835,-51.7216,-4.51,68,0,3.58,GL,1667397103
451,saint-ambroise,48.5501,-71.3324,5.32,60,13,6.69,CA,1667397104
452,balsta,59.5671,17.5278,12.15,86,99,3.28,SE,1667397104
453,praya,14.9215,-23.5087,32.3,51,0,7.72,CV,1667397104
454,nadym,65.5333,72.5167,-10.2,88,90,3.69,RU,1667397105
455,manaus,-3.1019,-60.025,25.27,83,75,6.17,BR,1667397106
456,maragogi,-9.0122,-35.2225,28.98,61,95,5.61,BR,1667397106
457,ust-kuyga,70.0167,135.6,-16.99,93,100,4.49,RU,1667397107
458,sena madureira,-9.0656,-68.6569,22.96,32,54,3.39,BR,1667397107
459,cabedelo,-6.9811,-34.8339,29.37,59,79,5.03,BR,1667397107
460,russell,32.3502,-85.1999,18.87,94,40,0.51,US,1667397108
461,sechura,-5.5569,-80.8222,19.69,69,81,4.2,PE,1667397108
462,ak-dovurak,51.1833,90.6,-5.02,90,65,0.97,RU,1667397108
463,edgewater,28.9889,-80.9023,26.13,76,0,2.94,US,1667397109
464,clinton,42.587,-82.9199,12.38,93,0,0.0,US,1667397109
465,caiaponia,-16.9567,-51.8103,22.54,59,72,4.74,BR,1667397109
466,chapais,49.7834,-74.8492,-1.12,63,15,2.97,CA,1667397110
467,henties bay,-22.116,14.2845,17.64,75,11,5.45,NA,1667397110
468,tual,-5.6667,132.75,29.88,69,64,2.15,ID,1667397110
469,mirnyy,62.5353,113.9611,-9.31,85,100,4.02,RU,1667397110
470,krasnyy chikoy,50.3643,108.7512,-11.03,95,19,1.15,RU,1667397111
471,porosozero,62.7191,32.727,0.98,98,100,1.13,RU,1667397111
472,alihe,50.5667,123.7167,-7.54,62,21,5.4,CN,1667397111
473,saint-augustin,51.226,-58.6502,6.75,76,100,8.99,CA,1667397112
474,concepcion del oro,24.6333,-101.4167,11.54,85,21,2.99,MX,1667397112
475,wewak,-3.5534,143.6268,27.29,82,52,3.16,PG,1667397112
476,lazaro cardenas,17.9583,-102.2,25.15,86,75,2.35,MX,1667397112
477,seoul,37.5683,126.9778,11.69,77,0,1.54,KR,1667396487
478,mitu,1.1983,-70.1733,21.9,99,100,2.43,CO,1667397113
479,manado,1.487,124.8455,25.43,94,20,1.54,ID,1667397007
480,webb city,37.1465,-94.463,14.71,79,0,4.12,US,1667397113
481,marginea,47.8167,25.8167,17.26,69,79,0.89,RO,1667397114
482,bonthe,7.5264,-12.505,30.4,59,11,3.48,SL,1667397114
483,belen,36.4891,36.2233,18.05,46,1,2.4,TR,1667397114
484,cajamarca,-7.1638,-78.5003,15.04,77,100,1.03,PE,1667397114
485,naze,28.3667,129.4833,22.51,70,100,2.89,JP,1667397115
486,valparaiso,-33.0393,-71.6273,18.33,74,0,2.57,CL,1667397115
487,nhulunbuy,-12.2333,136.7667,29.34,84,60,0.0,AU,1667397115
488,pimentel,-6.8367,-79.9342,17.16,82,100,5.14,PE,1667397116
489,lively,46.4334,-81.1498,7.23,97,53,2.27,CA,1667397116
490,nago,26.5881,127.9761,23.24,86,100,6.22,JP,1667397104
491,klyuchi,52.2667,79.1667,5.55,66,64,6.03,RU,1667397117
492,oroquieta,8.4858,123.8044,24.9,86,100,1.56,PH,1667397118
493,rathdrum,47.8137,-116.892,3.59,93,100,6.69,US,1667397118
494,langsa,4.4683,97.9683,23.51,96,100,0.64,ID,1667397118
495,bilma,18.6853,12.9164,30.35,16,100,3.32,NE,1667397118
496,petropavlovsk-kamchatskiy,53.0452,158.6483,-5.67,80,75,3.0,RU,1667397119
497,nacala,-14.5428,40.6728,28.23,60,11,4.39,MZ,1667397119
498,havre-saint-pierre,50.2334,-63.5986,6.2,70,20,6.69,CA,1667397119
499,imeni poliny osipenko,52.4201,136.4853,-1.49,95,100,1.27,RU,1667397120
500,olga,43.7444,135.2892,1.74,48,1,4.76,RU,1667397120
501,tocopilla,-22.092,-70.1979,20.29,61,9,4.69,CL,1667397120
502,choa saidan shah,32.7201,72.9849,22.01,33,41,2.49,PK,1667397121
503,bermejo,-32.8833,-68.8,15.95,21,0,2.57,AR,1667397121
504,tombouctou,20.0,-3.0,32.99,9,0,3.2,ML,1667397121
505,agadez,19.75,10.25,28.47,16,0,4.02,NE,1667397122
506,dao,11.3937,122.6856,23.9,92,86,0.51,PH,1667397122
507,martapura,-3.4167,114.85,27.05,89,40,1.54,ID,1667397122
508,blagoyevo,63.3667,47.9167,0.13,83,100,2.68,RU,1667397123
509,huty,50.1332,35.3439,7.94,54,92,0.97,UA,1667397123
510,batabano,22.7164,-82.2881,27.73,80,75,6.57,CU,1667397123
511,kozhva,65.1073,57.0459,-8.82,98,76,1.36,RU,1667397123
512,bayan,46.0833,127.4,-3.49,41,4,4.84,CN,1667397124
513,trelew,-43.249,-65.3051,23.52,15,0,6.2,AR,1667397125
514,sale,34.0389,-6.8166,25.91,53,93,3.6,MA,1667397126
515,hostivice,50.0816,14.2586,14.85,67,75,7.2,CZ,1667397127
516,gizo,-8.103,156.8419,27.55,77,33,2.2,SB,1667397127
517,mattru,7.6244,-11.8332,33.32,47,27,1.17,SL,1667397127
518,constantine,36.365,6.6147,26.67,19,0,3.09,DZ,1667397128
519,jeremie,18.65,-74.1167,28.87,74,51,3.42,HT,1667397128
520,gamba,-2.65,10.0,23.19,96,100,2.17,GA,1667397128
521,cayenne,4.9333,-52.3333,29.02,79,75,1.54,GF,1667397128
522,helena,46.5927,-112.0361,3.98,90,100,2.57,US,1667397129
523,chuy,-33.6971,-53.4616,17.14,39,0,1.82,UY,1667397129
524,haimen,23.1935,116.6142,20.94,83,100,10.6,CN,1667397129
525,terrace,54.5163,-128.6035,-0.05,86,0,7.2,CA,1667397130
526,niagara falls,43.1001,-79.0663,14.29,94,100,3.09,CA,1667397130
527,minchinabad,30.163,73.5685,26.95,28,2,2.34,PK,1667397130
528,mogadishu,2.0371,45.3438,28.93,79,20,6.69,SO,1667397131
529,mateare,12.2351,-86.4281,24.99,82,100,1.56,NI,1667397131
530,elat,29.5581,34.9482,26.91,32,20,7.2,IL,1667397131
531,uthal,25.8072,66.6219,27.79,55,0,3.76,PK,1667397131
532,mao,39.8885,4.2658,23.31,68,40,2.57,ES,1667397132
533,fortuna,40.5982,-124.1573,7.59,94,100,4.12,US,1667397132
534,rio grande,-32.035,-52.0986,20.06,54,0,3.42,BR,1667397132
535,salta,-24.7859,-65.4117,18.1,22,0,1.54,AR,1667397133
536,darfo,45.8779,10.1812,19.3,83,100,1.34,IT,1667397133
537,magdagachi,53.45,125.8,-9.44,69,3,5.13,RU,1667397134
538,diebougou,10.9667,-3.25,35.71,16,13,4.07,BF,1667397134
539,boa vista,2.8197,-60.6733,28.99,65,0,3.09,BR,1667397134
540,batticaloa,7.7102,81.6924,26.3,81,98,0.3,LK,1667397134
541,tateyama,34.9833,139.8667,18.97,75,0,0.76,JP,1667397000
542,montemor-o-novo,38.6481,-8.2145,20.36,48,90,2.23,PT,1667397135
